12,28,화,642,135,29,11,467,강낭콩밥,얼큰콩나물국,뼈없는안동찜닭,연근새우깡,116
12,29,수,642,143,29,10,460,완두콩밥,크림스프,돈까스,미트스파게티,114
1,03,월,639,140,27,128,344,차조밥,떡만두국,콩나물불고기,오징어어묵무침,185
1,04,화,639,120,27,151,341,강낭콩밥,돈육김치찌개,비엔나푸실리볶음,깻잎멸치조림,162
1,05,수,639,126,27,107,379,참치마요밥버거,유부가쓰오장국,매콤국물떡볶이,모듬튀김,139
1,06,목,639,137,27,108,367,흑미밥,등뼈감자탕,계란장조림,콩나물무침,133
1,07,금,638,180,27,130,301,잡곡밥,바지락순두부찌개,생선까스,쫄면야채무침,99
1,10,월,638,138,27,51,422,강낭콩밥,얼큰소고기국,궁중떡볶이,야채고로케,157
1,11,화,638,122,27,41,448,흑미밥,시락국,제육볶음,콘치즈버터구이,175
1,12,수,638,117,27,37,457,완두콩밥,미소된장국,등심돈까스,수제비뇨끼,149
1,13,목,638,167,27,50,394,콩나물밥,냉이된장국,코다리무조림,참나물무생채,93
1,14,금,638,231,27,103,277,치킨마요덮밥,김치두부국,사각어묵볶음,감자튀김,101
1,17,월,635,163,27,78,367,차조밥,북어채계란국,제육김치볶음,호박버섯볶음,154
1,18,화,633,132,27,30,444,완두콩밥,종합어묵국,카레소스,새우까스,128
1,19,수,633,142,27,31,433,잡곡밥,바지락살미역국,닭데리야끼조림,두부무조림,116
1,20,목,633,142,27,26,438,강낭콩밥,참치김치찌개,갈릭마요미트볼,부들계란찜,101
1,21,금,633,228,27,45,333,흑미밥,순대국밥,모듬야채전,부추겉절이,94
1,24,월,632,147,28,65,392,차조밥,건새우아욱국,오징어불고기,양념오뎅,197
1,25,화,631,149,28,57,397,강낭콩밥,참치김치찌개,스크램블에그,야채비빔만두,144
1,26,수,631,140,28,56,407,잡곡밥,다슬기국,뼈없는안동찜닭,콩나물무침,127
1,27,목,631,151,28,55,397,비빔밥,청양된장찌개,돈육계란장조림,명엽채볶음,144
1,28,금,631,270,28,56,277,흑미밥,닭개장,비엔나푸실리볶음,감자조림,69
2,04,금,630,382,27,88,133,백미밥,칼국수,오징어초무침,새송이어묵조림,72
2,07,월,630,131,27,96,376,차조밥,꽃게된장국,제육두루치기,브로콜리맛살볶음,182
2,08,화,629,126,27,73,403,강낭콩밥,김치어묵국,새우까스,명엽채볶음,179
2,09,수,629,133,27,68,401,비빔밥(),들깨미역국,돈육계란장조림,땅콩멸치볶음,157
2,10,목,629,153,27,58,391,흑미밥,돈육김치찌개,해물동그랑땡전,동초무생채,126
2,11,금,628,210,27,70,321,훈제오리볶음밥,팽이미소된장국,로제떡볶이,그린샐러드,83
2,14,월,655,164,27,48,416,귀리밥,호박수제비국,제육볶음,도토리묵,166
2,15,화,655,121,28,52,454,오곡밥,돈육김치찌개,한식잡채,보름삼색나물,128
2,16,수,654,112,28,64,450,병아리콩밥,오징어무국,비엔나푸실리볶음,알감자조림,115
2,17,목,653,138,28,68,419,완두콩밥,미소된장국,순살등심돈까스,양념오뎅,121
2,18,금,654,222,28,52,352,쌀밥,가쓰오우동,매콤떡볶이,순대야채볶음,66
2,21,월,653,153,28,48,424,차조밥,부대찌개,야채계란찜,고기우엉조림,157
2,22,화,653,140,28,38,447,흑미밥,떡만두국,치킨까스샐러드,브로콜리비엔나볶음,132
2,23,수,652,137,28,37,450,병아리콩밥,북어미역국,매콤돈육떡찜,사각어묵볶음,122
2,24,목,652,155,28,77,392,완두콩밥,계란국,마파두부,깐풍기,92
2,25,금,652,205,28,54,365,취나물무밥,시락국,제육볶음,견과류멸치조림,83
2,28,월,652,332,28,55,237,차조밥,얼큰소고기국,생선까스,쫄면야채무침,61
3,02,수,652,149,28,44,431,강낭콩밥,새알미역국,뼈없는안동찜닭,돈민찌두부조림,151
3,03,목,652,122,28,58,444,흑미밥,맑은콩나물국,제육볶음,충무식오징어무침,97
3,04,금,655,197,28,29,401,미니밥,닭칼국수,찐만두,오이부추무침,81
3,07,월,655,158,28,30,439,차조밥,홍합어묵탕,제육볶음,고구마떡맛탕,179
3,08,화,655,138,28,31,458,치즈닭갈비볶음밥,맑은콩나물국,청양풍볶음우동,그린샐러드,175
3,10,목,653,179,28,54,392,흑미밥,돈육김치찌개,동그랑땡전,엄지새송이호박볶음,131
3,11,금,652,180,28,29,415,잡곡밥,떡국,모듬야채전,돈육장조림,95
3,14,월,652,167,29,26,430,차조밥,냉이들깨무국,오징어불고기,연근콩조림,109
3,15,화,652,133,30,21,468,강낭콩밥,참치김치찌개,야채비빔만두,부들계란찜,115
3,16,수,652,142,29,16,465,흑미밥,등뼈감자탕,생선까스,쫄면야채무침,117
3,17,목,651,159,29,35,428,완두콩밥,소고기미역국,미트볼라따뚜이,두부구이,106
3,18,금,651,204,28,24,395,잡곡밥,순대돼지국밥,바싹김치전,도토리묵,84
3,21,월,650,170,28,20,432,차조밥,참치김치찌개,오징어까스,마늘쫑어묵볶음,139
3,22,화,650,137,28,24,461,강낭콩밥,맑은콩나물국,야채찜닭,우엉강정,104
3,23,수,649,148,28,28,445,완두콩밥,미니우동,돈까스카레덮밥,그린샐러드,120
3,24,목,649,157,28,37,427,흑미밥,청양된장찌개,제육볶음,온두부,119
3,25,금,649,214,28,20,387,쌀밥,바지락칼국수,왕만두,도토리묵무침,75
3,28,월,649,151,28,7,463,차조밥,시락국,돈육매운찜,콘치즈구이,163
3,29,화,649,140,28,7,474,강낭콩밥,바지락순두부찌개,치킨까스샐러드,멸치땅콩볶음,107
3,30,수,649,139,28,11,471,닭갈비볶음밥,들깨미역국,굴소스볶음우동,그린샐러드,142
3,31,목,649,163,28,26,432,콩나물밥,청양된장찌개,제육볶음,동초겉절이,118
4,01,금,648,243,28,22,355,후라가케밥,미소된장국,순대떡볶이,모듬튀김,76
4,04,월,648,184,28,10,426,차조밥,감자수제비국,제육볶음,어향두부무조림,144
4,05,화,648,130,28,7,483,병아리콩밥,얼큰소고기국,야채고로케,둥근어묵볶음,115
4,06,수,648,141,29,10,468,강낭콩밥,쑥들깨국,돈육계란장조림,야채비빔만두,106
4,07,목,648,127,29,22,470,흑미밥,닭곰탕,동그랑땡엿장조림,알감자조림,90
