일자,요일,정원,휴가자,출장자,초근,재택,Menu1,Menu2,Menu3,Menu4,Menu5,Menu6,Menu7,중식계
2021-10-22,금,690,201,28,0,15,,영양닭죽,오징어김치전,모듬야채스틱*쌈장,,깍두기,안흥찐빵,47
2021-10-25,월,688,157,28,0,11,차조밥/쌀밥,얼큰콩나물국,제육간장불고기,한식잡채,배추겉절이,고추마늘장아찌,콘슬로우,136
2021-10-26,화,688,123,28,0,9,완두콩밥/쌀밥,모듬어묵국,브로콜리카레소스,치킨까스샐러드&허니머스타드S,야채비빔만두,포기김치,숭늉,128
2021-10-27,수,688,130,28,0,14,흑미밥/쌀밥,순두부찌개,돈육장조림,깻잎멸치볶음,꽃맛살샐러드,포기김치,매실차,78
2021-10-28,목,688,160,28,0,19,강낭콩밥/쌀밥,호박수제비국,닭살데리야끼조림,매콤감자조림,무생채,포기김치,식혜,88
2021-10-29,금,688,190,28,0,22,소시지오므라이스&소스,두부미역장국,푸실리샐러드,수제피클,,포기김치,마늘빵,60
2021-11-01,월,688,145,28,0,16,차조밥/쌀밥,시락국,제육볶음,온두부/양념장,오이양파무침,볶음김치,귤,187
2021-11-02,화,688,120,28,0,11,검정콩밥/쌀밥,맑은미역국,매운돈갈비찜,부들계란찜,배추겉절이,고추마늘장아찌,숭늉,134
2021-11-03,수,688,128,28,0,9,흑미밥/쌀밥,순대국밥&미니소면,사각어묵볶음,모듬야채스틱*쌈장,부추양파무침,깍두기,요구르트,123
2021-11-04,목,688,137,28,0,18,완두콩밥/쌀밥,크림스프,등심돈까스&소스,토마토스파게티,수제피클,포기김치,식빵러스크,89
2021-11-05,금,688,176,28,0,22,잡곡밥/쌀밥,떡국,동그랑땡전,오징어무침회,콩나물부추무침,포기김치,두유,66
2021-11-08,월,688,156,28,0,19,차조밥/쌀밥,돈육김치찌개,생선까스*타르타르S,어슷우엉콩조림,실곤약야채무침,포기김치,망고주스,188
2021-11-09,화,688,130,27,0,10,완두콩밥/쌀밥,해물짬뽕국,짜장소스,칠리탕수육,만다린샐러드,포기김치,요구르트,117
2021-11-10,수,688,125,27,0,10,흑미밥/쌀밥,닭개장,비엔나브로콜리볶음,두부무조림,오이부추무침,깍두기,수정과,107
2021-11-11,목,688,134,27,0,13,후리가케밥,모듬어묵국,깐부오징어치킨,매콤떡볶이,수제피클,포기김치,그린샐러드,83
2021-11-12,금,687,197,27,0,20,미니쌀밥,잔치국수,왕만두*장,아삭고추된장무침,단무지,포기김치,비피더스,71
2021-11-15,월,687,141,27,0,10,차조밥/쌀밥,맑은소고기무국,아귀콩나물찜,우엉강정,펜네샐러드파스타,포기김치,숭늉,144
2021-11-16,화,686,119,27,0,16,강낭콩밥/쌀밥,배추시락국,돈육고추장볶음,달콤감자조림,오이부추생채,포기김치,유자차,124
